관측소명:해운대해수욕장
위도:35.148972
경도:129.170166
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)		풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2024/04/03 22:01:00	22.7	서	259	13.97	0.55	5.3	0.81	6.5	4.1	북	3	12.9	1008.9	-	135	
2024/04/03 22:02:00	21.5	서남서	257	13.96	0.57	5.3	0.86	5.5	4.3	북	11	13.0	1009.0	-	149	
2024/04/03 22:03:00	21.5	서남서	247	13.97	0.63	5.4	0.86	5.5	4.2	북북동	24	13.0	1009.0	-	107	
2024/04/03 22:04:00	26.8	서남서	251	13.97	0.62	5.8	0.86	5.5	2.5	북북서	328	12.9	1009.0	-	95	
2024/04/03 22:05:00	23.6	서남서	247	13.97	0.62	5.6	0.86	5.5	2.9	북	3	12.9	1009.1	-	104	
2024/04/03 22:06:00	23.0	서남서	247	13.97	0.59	5.4	0.82	6.5	3.1	북북동	12	12.9	1009.1	-	129	
2024/04/03 22:07:00	20.6	서남서	251	13.98	0.56	4.9	0.90	6.5	2.4	북	5	13.0	1009.1	-	125	
2024/04/03 22:08:00	21.5	서남서	246	13.98	0.54	5.0	0.90	6.5	1.2	북서	326	13.0	1009.1	-	22	
2024/04/03 22:09:00	23.3	서남서	255	13.98	0.54	4.9	0.90	6.5	1.9	북서	309	13.0	1009.1	-	113	
2024/04/03 22:10:00	22.7	서남서	248	13.99	0.54	5.1	0.90	6.5	1.5	북서	304	13.0	1009.2	-	133	
2024/04/03 22:11:00	24.0	서남서	252	13.99	0.54	5.4	0.90	6.5	0.6	북	360	13.0	1009.2	-	116	
2024/04/03 22:12:00	21.2	서남서	251	13.99	0.52	5.1	0.64	5.0	1.7	북북서	342	12.9	1009.2	-	152	
2024/04/03 22:13:00	23.0	서남서	256	13.99	0.58	5.9	0.74	6.0	2.8	서북서	298	12.9	1009.2	-	107	
2024/04/03 22:14:00	21.9	서남서	258	13.99	0.55	5.7	0.74	6.0	2.5	북	3	12.8	1009.2	-	85	
2024/04/03 22:15:00	22.2	서	260	13.99	0.56	5.5	0.74	6.0	3.2	북	356	13.0	1009.2	-	111	
2024/04/03 22:16:00	26.3	서남서	250	13.98	0.56	5.3	0.74	6.0	3.0	북북서	344	12.9	1009.2	-	89	
2024/04/03 22:17:00	24.1	서남서	255	13.98	0.50	4.5	0.68	5.5	2.1	북서	314	12.9	1009.2	-	106	
2024/04/03 22:18:00	24.0	서남서	250	13.99	0.56	4.9	0.76	7.0	1.5	북	3	12.9	1009.2	-	107	
2024/04/03 22:19:00	24.8	서남서	252	13.99	0.54	5.1	0.76	7.0	3.3	북	6	12.9	1009.1	-	85	
2024/04/03 22:20:00	24.1	서남서	250	13.99	0.58	5.1	0.76	7.0	2.6	북동	40	13.0	1009.1	-	106	
2024/04/03 22:21:00	23.7	서남서	256	14.00	0.59	5.7	0.76	7.0	3.4	북북동	16	12.9	1009.1	-	91	
2024/04/03 22:22:00	25.8	서남서	254	14.00	0.57	5.4	0.76	7.0	3.2	북북동	20	13.0	1009.1	-	130	
2024/04/03 22:23:00	21.9	서남서	253	14.00	0.61	5.7	0.87	7.5	4.0	북	9	13.0	1009.1	-	138	
2024/04/03 22:24:00	21.4	서남서	255	14.01	0.60	6.4	0.87	7.5	3.5	북	5	12.9	1009.1	-	156	
2024/04/03 22:25:00	23.6	서남서	250	14.02	0.60	5.7	0.87	7.5	2.9	북북동	21	12.9	1009.1	-	142	
2024/04/03 22:26:00	21.3	서남서	255	14.02	0.61	5.6	0.87	7.5	4.2	북	357	12.9	1009.0	-	123	
2024/04/03 22:27:00	21.8	서남서	252	14.02	0.58	5.3	0.76	3.5	3.8	북	2	12.9	1009.1	-	104	
2024/04/03 22:28:00	25.4	서남서	246	14.02	0.58	5.3	0.76	3.5	2.5	북북동	25	13.0	1009.0	-	134	
2024/04/03 22:29:00	21.3	서남서	249	14.02	0.62	5.8	0.85	5.5	3.6	북북동	23	12.9	1008.9	-	157	
2024/04/03 22:30:00	21.9	서남서	248	14.02	0.64	5.9	0.85	5.5	4.7	북북동	19	12.9	1008.9	-	109	
2024/04/03 22:31:00	19.2	서남서	248	14.02	0.63	5.7	0.85	5.5	3.1	북북동	27	12.9	1008.8	-	159	
2024/04/03 22:32:00	21.5	서남서	247	14.02	0.64	5.3	0.85	5.5	3.5	북북동	24	12.9	1008.9	-	99	
2024/04/03 22:33:00	21.7	서남서	248	14.02	0.59	5.1	0.76	5.0	3.0	북	7	12.9	1008.9	-	114	
2024/04/03 22:34:00	22.2	서남서	247	14.02	0.60	5.2	0.77	6.5	2.2	북	7	12.9	1009.0	-	117	
2024/04/03 22:35:00	18.3	서남서	256	14.03	0.56	5.7	0.77	6.5	2.3	북	9	12.9	1009.0	-	99	
2024/04/03 22:36:00	18.1	서남서	252	14.02	0.58	5.9	0.77	6.5	2.1	북	3	12.9	1009.1	-	121	
2024/04/03 22:37:00	24.7	서남서	258	14.02	0.58	5.6	0.77	6.5	2.4	북	358	12.9	1009.1	-	125	
2024/04/03 22:38:00	24.4	서남서	254	14.02	0.57	5.3	0.77	6.5	2.2	북북서	347	12.9	1009.2	-	159	
2024/04/03 22:39:00	26.6	서	262	14.02	0.55	5.2	0.75	7.0	4.5	북북서	343	12.9	1009.2	-	139	
2024/04/03 22:40:00	28.5	서남서	254	14.02	0.50	4.7	0.71	6.0	3.4	북	350	12.9	1009.3	-	126	
2024/04/03 22:41:00	27.2	서남서	258	14.02	0.50	5.0	0.71	6.0	3.0	북	3	13.0	1009.4	-	106	
2024/04/03 22:42:00	23.9	서남서	249	14.02	0.50	5.6	0.71	6.0	2.3	북	11	12.9	1009.4	-	145	
2024/04/03 22:43:00	25.0	서남서	250	14.02	0.51	5.8	0.69	6.5	3.0	북	10	12.9	1009.5	-	128	
2024/04/03 22:44:00	24.8	서남서	254	14.02	0.53	5.8	0.70	6.0	4.2	북	9	13.0	1009.5	-	147	
2024/04/03 22:45:00	27.8	서남서	254	14.02	0.52	6.2	0.70	6.0	2.7	북	357	12.9	1009.6	-	154	
2024/04/03 22:46:00	22.8	서남서	254	14.02	0.55	5.8	0.70	6.0	1.9	북북서	339	12.8	1009.7	-	58	
2024/04/03 22:47:00	24.0	서남서	257	14.02	0.59	6.1	0.87	6.5	1.7	북서	326	12.9	1009.8	-	110	
2024/04/03 22:48:00	25.5	서남서	257	14.02	0.60	6.1	0.87	6.5	1.9	서북서	291	12.9	1009.8	-	132	
2024/04/03 22:49:00	25.0	서	262	14.02	0.64	5.6	1.02	6.0	2.2	북서	318	12.9	1009.7	-	122	
2024/04/03 22:50:00	23.3	서남서	253	14.02	0.65	5.7	1.02	6.0	1.7	북서	325	12.9	1009.7	-	131	
2024/04/03 22:51:00	23.5	서남서	258	14.02	0.60	5.0	1.02	6.0	2.0	북	1	12.8	1009.7	-	109	
2024/04/03 22:52:00	24.1	서남서	252	14.02	0.59	5.2	1.02	6.0	1.7	서북서	291	12.9	1009.8	-	120	
2024/04/03 22:53:00	25.2	서남서	251	14.02	0.58	5.2	0.77	5.5	2.1	서	277	12.9	1009.8	-	118	
2024/04/03 22:54:00	24.5	서남서	250	14.02	0.57	5.5	0.77	6.0	2.0	서북서	286	13.0	1009.8	-	91	
2024/04/03 22:55:00	24.8	서남서	250	14.02	0.56	5.9	0.77	5.5	2.1	서북서	297	12.9	1009.9	-	104	
2024/04/03 22:56:00	24.9	서남서	254	14.02	0.57	5.7	0.77	6.0	1.6	북서	315	12.9	1009.8	-	119	
2024/04/03 22:57:00	23.1	서남서	249	14.02	0.53	5.1	0.77	5.5	2.5	서북서	294	12.9	1009.8	-	81	
2024/04/03 22:58:00	22.9	서남서	253	14.02	0.50	4.8	0.65	5.5	2.6	북서	310	12.9	1009.8	-	110	
2024/04/03 22:59:00	22.4	서남서	248	14.02	0.52	5.0	0.70	5.5	2.0	북북서	342	12.9	1009.8	-	75	
2024/04/03 23:00:00	21.9	서남서	253	14.02	0.54	5.3	0.70	5.5	3.2	북	351	12.9	1009.8	-	77	
2024/04/03 23:01:00	19.6	서남서	254	14.01	0.55	5.1	0.70	5.5	3.8	북북서	334	12.9	1009.8	-	43	
2024/04/03 23:02:00	22.5	서남서	255	14.01	0.58	5.5	0.70	5.5	4.1	북북서	337	12.9	1009.8	-	129	
2024/04/03 23:03:00	23.9	서남서	251	14.01	0.61	5.3	0.87	5.0	2.9	북북서	331	12.9	1009.7	-	91	
2024/04/03 23:04:00	24.9	서	259	14.01	0.62	5.3	0.87	5.0	3.7	북북서	335	12.9	1009.6	-	90	
2024/04/03 23:05:00	25.3	서남서	252	14.01	0.61	5.2	0.87	5.0	3.2	북북서	347	12.9	1009.6	-	88	
2024/04/03 23:06:00	25.4	서남서	252	14.02	0.62	5.4	0.87	5.0	3.3	북	356	12.9	1009.6	-	138	
2024/04/03 23:07:00	26.4	서남서	254	14.01	0.61	5.3	0.87	5.0	2.8	북	349	12.9	1009.6	-	92	
2024/04/03 23:08:00	25.3	서남서	254	14.02	0.57	5.0	0.78	6.0	3.6	북	11	12.9	1009.6	-	105	
2024/04/03 23:09:00	25.4	서남서	257	14.02	0.56	5.0	0.78	6.0	3.5	북	4	12.9	1009.6	-	106	
2024/04/03 23:10:00	23.7	서남서	251	14.01	0.54	4.8	0.71	4.5	2.3	북북서	348	12.9	1009.7	-	113	
2024/04/03 23:11:00	24.0	서남서	251	14.02	0.50	5.4	0.71	4.5	2.1	북	353	12.9	1009.6	-	104	
2024/04/03 23:12:00	26.4	서남서	258	14.02	0.50	5.8	0.63	6.5	2.2	북	6	12.9	1009.6	-	120	
2024/04/03 23:13:00	24.9	서남서	256	14.02	0.53	5.6	0.63	3.5	2.3	북	10	12.9	1009.6	-	90	
2024/04/03 23:14:00	23.7	서남서	257	14.02	0.54	5.6	0.63	4.5	3.5	북북동	23	12.9	1009.5	-	126	
2024/04/03 23:15:00	23.0	서남서	254	14.02	0.58	5.4	0.70	6.0	2.5	북	11	12.8	1009.4	-	129	
2024/04/03 23:16:00	23.3	서남서	256	14.02	0.57	5.3	0.70	6.0	4.4	북북동	23	12.8	1009.4	-	91	
2024/04/03 23:17:00	22.5	서남서	248	14.02	0.60	5.1	0.80	4.0	5.2	북북동	24	12.8	1009.3	-	97	
2024/04/03 23:18:00	23.4	서남서	249	14.02	0.62	5.2	0.80	4.0	5.1	북북동	33	12.8	1009.1	-	139	
2024/04/03 23:19:00	24.8	서남서	255	14.02	0.58	5.0	0.80	4.0	3.6	북	359	12.6	1009.1	-	95	
2024/04/03 23:20:00	20.1	서남서	252	14.02	0.60	4.9	0.80	4.0	4.8	북북동	18	12.6	1009.1	-	96	
2024/04/03 23:21:00	21.9	서남서	248	14.01	0.58	5.0	0.77	6.0	4.5	북북동	23	12.6	1009.1	-	110	
2024/04/03 23:22:00	21.5	서남서	239	14.01	0.58	5.1	0.77	6.0	3.5	북북동	24	12.5	1009.1	-	125	
2024/04/03 23:23:00	21.0	서남서	243	14.01	0.54	4.8	0.77	6.0	4.0	북동	37	12.5	1009.1	-	110	
2024/04/03 23:24:00	23.2	서남서	250	14.01	0.57	4.9	0.81	5.5	5.7	북북동	19	12.4	1009.1	-	105	
2024/04/03 23:25:00	21.1	서남서	249	14.01	0.60	5.4	0.81	5.5	5.5	북북동	24	12.5	1009.1	-	134	
2024/04/03 23:26:00	22.1	서남서	247	14.01	0.58	5.2	0.81	5.5	3.8	북북동	32	12.5	1009.1	-	93	
2024/04/03 23:27:00	21.4	서남서	250	14.01	0.60	5.6	0.81	5.5	4.2	북북동	31	12.5	1009.1	-	141	
2024/04/03 23:28:00	22.6	서남서	249	14.01	0.58	5.6	0.87	5.0	4.6	북	6	12.5	1009.0	-	120	
2024/04/03 23:29:00	23.2	서남서	251	14.01	0.56	5.5	0.87	5.0	4.7	북	6	12.5	1009.0	-	61	
2024/04/03 23:30:00	19.7	서남서	251	14.01	0.57	5.4	0.87	5.0	4.8	북	4	12.4	1009.0	-	107	
2024/04/03 23:31:00	21.9	서남서	251	14.01	0.57	5.6	0.87	5.0	4.2	북	7	12.4	1008.9	-	61	
2024/04/03 23:32:00	20.3	서남서	247	14.00	0.54	5.7	0.70	5.5	5.2	북북동	24	12.4	1008.9	-	119	
2024/04/03 23:33:00	18.6	서남서	247	14.00	0.54	5.7	0.86	5.0	5.0	북북동	12	12.5	1008.9	-	190	
2024/04/03 23:34:00	20.3	서남서	250	14.00	0.56	5.8	0.86	5.0	5.6	북	5	12.4	1008.8	-	343	
2024/04/03 23:35:00	20.0	서남서	254	14.00	0.57	6.1	0.86	5.0	4.5	북	10	12.4	1008.8	-	155	
2024/04/03 23:36:00	17.2	서남서	253	14.00	0.62	6.4	0.86	5.0	5.2	북북동	14	12.5	1008.8	-	118	
2024/04/03 23:37:00	17.9	서남서	249	14.00	0.60	6.1	0.82	6.5	4.8	북	4	12.5	1008.9	-	113	
2024/04/03 23:38:00	17.6	서남서	253	14.00	0.63	6.3	0.82	6.5	5.0	북북동	17	12.4	1008.9	-	139	
2024/04/03 23:39:00	18.4	서남서	245	14.00	0.68	6.0	0.82	6.5	4.3	북북동	16	12.5	1008.9	-	163	
2024/04/03 23:40:00	19.8	서남서	252	14.00	0.69	5.8	0.82	6.5	5.7	북북동	17	12.4	1008.9	-	170	
2024/04/03 23:41:00	21.7	서남서	249	14.00	0.64	5.6	0.80	5.5	3.4	북북동	13	12.4	1009.0	-	160	
2024/04/03 23:42:00	20.2	서남서	253	14.00	0.60	5.4	0.80	5.5	3.9	북	351	12.5	1009.0	-	155	
2024/04/03 23:43:00	20.0	서남서	249	14.00	0.53	5.1	0.79	5.0	4.1	북	6	12.5	1009.0	-	175	
2024/04/03 23:44:00	20.4	서남서	251	14.00	0.54	5.2	0.90	4.5	4.1	북	351	12.4	1009.0	-	158	
2024/04/03 23:45:00	22.8	서남서	250	14.00	0.58	5.5	0.90	4.5	4.0	북	5	12.6	1009.0	-	104	
2024/04/03 23:46:00	22.8	서남서	247	14.00	0.57	5.2	0.90	4.5	4.9	북북동	18	12.6	1009.0	-	133	
2024/04/03 23:47:00	21.3	서남서	246	14.00	0.62	5.1	0.90	4.5	3.9	북	8	12.6	1009.0	-	125	
2024/04/03 23:48:00	20.0	서남서	250	14.00	0.59	5.3	0.77	6.0	3.8	북	2	12.5	1009.1	-	336	
2024/04/03 23:49:00	16.0	서남서	251	14.00	0.58	5.2	0.77	6.0	2.6	북북서	345	12.6	1009.1	-	127	
2024/04/03 23:50:00	19.1	서남서	252	14.00	0.61	5.2	0.77	6.0	2.2	북북동	15	12.6	1009.2	-	154	
2024/04/03 23:51:00	18.8	서남서	251	14.00	0.60	5.2	0.84	5.0	3.1	북북동	20	12.6	1009.2	-	102	
2024/04/03 23:52:00	17.0	서남서	253	14.00	0.61	5.1	0.84	5.0	4.4	북북동	13	12.7	1009.2	-	123	
2024/04/03 23:53:00	16.6	서남서	252	14.00	0.60	5.3	0.84	5.0	3.9	북	10	12.7	1009.2	-	114	
2024/04/03 23:54:00	13.3	서남서	243	14.00	0.57	5.2	0.84	5.0	2.2	북	3	12.7	1009.2	-	132	
2024/04/03 23:55:00	12.9	서남서	248	14.00	0.55	4.9	0.72	7.5	2.6	북북동	23	12.7	1009.2	-	129	
2024/04/03 23:56:00	13.6	서남서	243	14.00	0.56	4.7	0.72	7.5	3.2	북동	34	12.8	1009.2	-	332	
2024/04/03 23:57:00	15.5	서남서	240	14.00	0.57	4.5	0.71	5.0	3.6	북북동	30	12.7	1009.1	-	101	
2024/04/03 23:58:00	19.4	서남서	241	14.00	0.60	4.6	0.71	5.0	3.5	북북동	26	12.7	1009.1	-	143	
2024/04/03 23:59:00	16.1	서남서	245	14.00	0.59	4.8	0.71	5.0	3.1	북북동	18	12.7	1009.2	-	95	
2024/04/04 00:00:00	13.6	서남서	239	14.00	0.58	4.9	0.71	5.0	2.8	북동	38	12.7	1009.2	-	100	
2024/04/04 00:01:00	15.7	서남서	251	14.00	0.56	5.1	0.70	4.0	2.9	북북동	28	12.7	1009.3	-	78	
2024/04/04 00:02:00	17.4	서남서	247	13.99	0.54	5.0	0.69	5.0	2.5	북북동	21	12.7	1009.4	-	81	
2024/04/04 00:03:00	19.7	서남서	251	13.99	0.55	4.8	0.69	5.0	2.7	북	359	12.7	1009.4	-	37	
2024/04/04 00:04:00	15.2	서남서	254	13.99	0.52	4.9	0.65	4.0	2.7	북북동	16	12.7	1009.5	-	117	
2024/04/04 00:05:00	15.1	서남서	252	14.00	0.53	4.6	0.65	4.0	1.6	북북동	18	12.7	1009.6	-	70	
2024/04/04 00:06:00	14.8	서남서	249	14.00	0.52	4.6	0.63	4.5	1.5	북북동	27	12.6	1009.6	-	123	
2024/04/04 00:07:00	16.4	서남서	244	13.99	0.54	5.0	0.83	5.5	1.7	북	7	12.7	1009.7	-	159	
2024/04/04 00:08:00	13.7	서남서	237	13.99	0.57	5.4	0.83	5.5	2.1	북	4	12.7	1009.7	-	103	
2024/04/04 00:09:00	13.1	서남서	243	13.99	0.58	5.5	0.83	5.5	2.7	북북동	16	12.7	1009.7	-	104	
2024/04/04 00:10:00	13.7	서남서	239	13.99	0.64	5.2	0.95	6.5	2.7	북북동	22	12.7	1009.8	-	148	
2024/04/04 00:11:00	15.6	서남서	250	13.99	0.68	5.1	0.95	6.5	2.8	북	7	12.7	1009.9	-	107	
2024/04/04 00:12:00	13.6	서남서	248	13.99	0.66	5.2	0.95	6.5	2.9	북북서	343	12.7	1009.9	-	132	
2024/04/04 00:13:00	14.6	서남서	253	13.99	0.64	5.2	0.95	6.5	2.7	북북서	340	12.8	1010.0	-	96	
2024/04/04 00:14:00	16.6	서남서	252	13.99	0.62	5.0	0.89	4.5	1.6	북북서	342	12.8	1010.1	-	109	
2024/04/04 00:15:00	17.3	서남서	247	13.99	0.60	5.2	0.79	4.0	1.3	북북서	340	12.8	1010.1	-	101	
2024/04/04 00:16:00	12.6	서남서	250	13.99	0.59	5.3	0.79	4.0	1.2	북북서	344	12.9	1010.1	-	94	
2024/04/04 00:17:00	16.3	서남서	252	14.00	0.63	5.3	0.92	5.0	1.1	북	358	12.8	1010.1	-	91	
2024/04/04 00:18:00	15.1	서남서	253	13.99	0.61	5.7	0.92	5.0	2.5	북	349	12.9	1010.1	-	105	
2024/04/04 00:19:00	16.7	서남서	257	14.00	0.63	5.4	0.92	4.5	2.5	북동	38	12.9	1010.1	-	119	
2024/04/04 00:20:00	18.3	서남서	251	13.99	0.62	5.5	0.92	5.0	2.1	북북서	333	12.9	1010.1	-	76	
2024/04/04 00:21:00	11.1	서남서	251	14.00	0.57	5.3	0.89	4.5	0.9	북서	317	13.0	1010.2	-	108	
2024/04/04 00:22:00	12.8	서남서	248	14.00	0.58	5.0	0.89	4.5	1.6	북북서	330	13.0	1010.2	-	48	
2024/04/04 00:23:00	12.3	서남서	251	14.00	0.57	5.4	0.69	5.5	1.4	북북서	340	13.0	1010.2	-	271	
2024/04/04 00:24:00	14.4	남서	233	13.99	0.62	5.1	0.87	5.0	1.1	북북동	19	13.0	1010.2	-	177	
2024/04/04 00:25:00	12.9	남서	228	13.99	0.61	5.0	0.87	5.0	1.3	북북동	15	13.1	1010.3	-	112	
2024/04/04 00:26:00	13.3	서남서	241	13.99	0.62	5.2	0.87	5.0	1.0	북	3	13.0	1010.3	-	107	
2024/04/04 00:27:00	11.9	서남서	242	13.99	0.61	4.7	0.87	5.0	0.8	북서	321	13.0	1010.3	-	101	
2024/04/04 00:28:00	13.5	서남서	248	13.99	0.53	5.0	0.87	5.0	0.7	북서	321	13.0	1010.3	-	93	
2024/04/04 00:29:00	13.6	서남서	251	13.99	0.52	4.8	0.76	4.0	0.3	북서	318	12.9	1010.3	-	106	
2024/04/04 00:30:00	12.7	서남서	248	13.99	0.50	5.0	0.68	4.5	0.2	서	274	13.1	1010.4	-	63	
2024/04/04 00:31:00	14.3	서남서	239	13.99	0.54	5.4	0.89	4.5	0.4	북북동	19	13.1	1010.4	-	213	
2024/04/04 00:32:00	13.4	서남서	249	13.98	0.57	5.4	0.89	4.5	0.8	북북동	31	13.0	1010.4	-	98	
2024/04/04 00:33:00	11.9	남서	227	13.98	0.64	5.4	1.08	5.5	0.4	북	349	13.1	1010.4	-	115	
2024/04/04 00:34:00	11.6	서남서	242	13.98	0.65	5.4	1.08	5.5	0.5	북서	317	13.0	1010.4	-	94	
2024/04/04 00:35:00	12.9	서남서	245	13.98	0.64	5.1	1.08	5.5	0.3	북북서	339	13.0	1010.5	-	153	
2024/04/04 00:36:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 00:37:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 00:38:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 00:39:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 00:40:00	21.4	남서	233	13.95	0.66	5.2	1.01	5.5	0.3	동	101	13.0	1010.4	-	103	
2024/04/04 00:41:00	13.4	남서	231	13.96	0.68	5.3	1.01	5.5	0.6	동	97	13.0	1010.4	-	73	
2024/04/04 00:42:00	16.0	서남서	242	13.96	0.66	5.5	1.01	5.5	0.6	동	89	13.0	1010.2	-	105	
2024/04/04 00:43:00	14.7	남서	229	13.96	0.66	5.5	1.01	5.5	1.0	동	95	13.0	1010.1	-	111	
2024/04/04 00:44:00	18.2	서남서	246	13.96	0.62	5.4	1.01	5.5	1.2	동	91	13.0	1010.0	-	121	
2024/04/04 00:45:00	15.8	서남서	245	13.97	0.65	5.5	1.20	5.5	1.5	동	87	13.0	1010.0	-	123	
2024/04/04 00:46:00	13.0	서남서	246	13.97	0.61	5.0	1.20	5.5	2.0	동북동	76	13.0	1010.0	-	155	
2024/04/04 00:47:00	14.8	남서	235	13.97	0.61	5.3	1.20	5.5	1.8	동북동	60	13.0	1010.0	-	144	
2024/04/04 00:48:00	14.0	서남서	240	13.97	0.62	5.0	1.20	5.5	1.8	북동	56	13.0	1010.0	-	89	
2024/04/04 00:49:00	12.5	남서	234	13.97	0.56	5.1	0.69	4.0	1.1	북	358	13.0	1010.1	-	89	
2024/04/04 00:50:00	12.1	서남서	244	13.97	0.60	5.3	0.83	5.5	0.9	남동	135	13.0	1010.1	-	149	
2024/04/04 00:51:00	8.1	서남서	244	13.98	0.59	5.4	0.83	5.5	1.8	동남동	118	13.1	1010.1	-	111	
2024/04/04 00:52:00	10.6	서남서	251	13.98	0.56	5.5	0.83	5.5	2.2	동남동	114	13.0	1010.2	-	147	
2024/04/04 00:53:00	9.2	서남서	253	13.98	0.59	5.7	0.88	4.0	1.9	동남동	118	13.1	1010.1	-	114	
2024/04/04 00:54:00	11.4	서남서	258	13.98	0.54	5.3	0.88	4.0	2.2	동	95	13.0	1010.1	-	99	
2024/04/04 00:55:00	8.8	서남서	253	13.98	0.57	5.1	0.88	4.0	2.7	동북동	61	12.9	1010.1	-	99	
2024/04/04 00:56:00	8.0	서남서	241	13.98	0.60	4.7	0.88	4.0	2.5	동북동	72	13.0	1010.1	-	92	
2024/04/04 00:57:00	7.4	서남서	237	13.98	0.59	4.6	0.85	5.0	1.4	북동	49	13.1	1010.1	-	74	
2024/04/04 00:58:00	9.2	남서	232	13.97	0.61	4.6	0.85	5.0	1.1	북동	51	13.2	1010.1	-	143	
2024/04/04 00:59:00	9.1	서남서	237	13.96	0.59	4.7	0.85	5.0	1.5	동북동	62	13.1	1010.1	-	93	
2024/04/04 01:00:00	13.1	서남서	242	13.96	0.58	4.9	0.85	5.0	1.6	동북동	69	13.2	1010.1	-	216	
2024/04/04 01:01:00	13.4	서남서	250	13.96	0.63	5.0	0.85	5.0	1.2	북동	52	13.1	1010.2	-	95	
2024/04/04 01:02:00	16.2	서남서	251	13.96	0.61	5.4	0.78	4.5	0.8	북동	37	13.2	1010.2	-	104	
2024/04/04 01:03:00	14.3	서남서	245	13.96	0.65	5.1	0.78	4.5	0.8	북북동	17	13.2	1010.2	-	99	
2024/04/04 01:04:00	15.6	남서	234	13.97	0.64	5.1	0.78	4.5	0.7	북	8	13.1	1010.2	-	116	
2024/04/04 01:05:00	11.3	남서	220	13.96	0.57	5.1	0.76	5.5	1.1	북동	40	13.1	1010.2	-	115	
2024/04/04 01:06:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 01:07:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 01:08:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 01:09:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2024/04/04 01:10:00	12.6	남서	226	13.95	0.55	5.1	0.83	3.5	2.0	북	8	13.2	1010.3	-	82	
2024/04/04 01:11:00	11.9	남서	221	13.95	0.55	5.1	0.89	5.0	2.8	북북서	346	13.2	1010.2	-	118	
2024/04/04 01:12:00	11.9	남서	225	13.95	0.54	5.2	0.89	4.5	2.3	북북서	347	13.1	1010.2	-	268	
2024/04/04 01:13:00	13.2	남서	215	13.94	0.54	5.2	0.89	5.0	1.5	북북동	27	13.2	1010.2	-	97	
2024/04/04 01:14:00	11.2	남서	217	13.94	0.54	5.2	0.89	4.5	0.7	북동	40	13.2	1010.1	-	87	
2024/04/04 01:15:00	10.0	남서	216	13.94	0.51	5.2	0.66	4.0	1.3	북북동	33	13.2	1010.1	-	97	
2024/04/04 01:16:00	10.0	남서	218	13.95	0.50	5.2	0.66	4.0	1.5	북동	47	13.1	1010.2	-	112	
2024/04/04 01:17:00	10.6	남서	217	13.95	0.53	5.5	0.77	4.5	1.2	북동	40	13.2	1010.2	-	39	
2024/04/04 01:18:00	10.9	남남서	212	13.95	0.53	5.5	0.77	4.5	1.5	북	11	13.2	1010.2	-	80	
2024/04/04 01:19:00	9.9	남서	231	13.94	0.56	5.3	0.83	4.5	1.6	북북동	24	13.2	1010.2	-	40	
2024/04/04 01:20:00	7.3	남서	222	13.94	0.57	5.4	0.83	4.5	2.1	북북동	20	13.1	1010.2	-	104	
2024/04/04 01:21:00	6.9	남서	236	13.94	0.56	5.1	0.83	4.5	1.6	북동	36	13.1	1010.2	-	115	
2024/04/04 01:22:00	8.4	남서	223	13.95	0.56	4.9	0.83	4.5	1.8	북북동	29	13.1	1010.2	-	66	
2024/04/04 01:23:00	8.6	남서	222	13.95	0.56	4.9	0.79	6.0	1.5	북북동	29	13.1	1010.3	-	179	
2024/04/04 01:24:00	9.2	서남서	239	13.95	0.58	4.9	0.79	6.0	1.1	북동	48	13.1	1010.3	-	79	
2024/04/04 01:25:00	10.8	남서	225	13.95	0.56	5.0	0.74	6.5	0.8	북동	47	13.2	1010.3	-	127	
2024/04/04 01:26:00	8.8	서남서	242	13.95	0.56	5.2	0.74	6.5	0.6	북동	56	13.1	1010.3	-	94	
2024/04/04 01:27:00	8.8	남서	219	13.94	0.52	5.3	0.74	6.5	1.1	북북동	23	13.1	1010.4	-	97	
2024/04/04 01:28:00	10.3	남서	228	13.94	0.52	5.3	0.62	3.5	1.7	북	7	13.2	1010.4	-	97	
2024/04/04 01:29:00	11.2	남서	224	13.95	0.54	5.1	0.69	4.5	2.1	북	360	13.1	1010.4	-	101	
2024/04/04 01:30:00	10.4	남서	222	13.95	0.51	5.0	0.69	4.5	2.0	북북동	24	13.2	1010.4	-	112	
2024/04/04 01:31:00	10.0	남서	219	13.95	0.57	5.3	1.00	5.5	1.5	북북동	14	13.1	1010.4	-	90	
2024/04/04 01:32:00	8.1	남서	233	13.95	0.57	5.2	1.00	5.5	2.2	북북동	33	13.1	1010.4	-	83	
